customer_id,age,city,monthly_spend,days_since_last_purchase,support_tickets,payment_delay_days,digital_engagement_score,promotion_usage,contract_type,channel,customer_comment,churn
289,43,Manta,274.21,102,3,10,22.62,1,Enterprise,Call Center,Atención rápida y eficiente,1
290,20,Cuenca,189.66,16,2,21,87.28,1,Enterprise,WhatsApp,Buen precio y calidad,0
291,36,Quito,244.87,66,1,53,81.46,1,Enterprise,Call Center,Problemas frecuentes con la plataforma,0
292,37,Quito,276.3,168,2,23,23.39,0,Premium,Web,Servicio lento y mala atención,1
293,49,Guayaquil,275.71,145,1,0,20.06,0,Enterprise,WhatsApp,Buen precio y calidad,1
294,24,Manta,283.75,119,2,17,71.51,0,Basic,Web,El producto llegó tarde,0
295,69,Guayaquil,379.1,162,1,43,31.5,0,Basic,Call Center,Buen precio y calidad,1
296,58,Cuenca,286.28,124,0,11,30.64,1,Enterprise,Store,Servicio lento y mala atención,0
297,50,Quito,230.47,144,2,56,15.23,1,Premium,Web,Muy satisfecho con el soporte,1
298,57,Quito,327.13,102,1,42,26.4,0,Premium,WhatsApp,Atención rápida y eficiente,1
299,56,Quito,345.16,66,2,27,42.75,0,Premium,Web,Problemas frecuentes con la plataforma,0
300,35,Cuenca,151.79,13,3,39,73.28,1,Enterprise,WhatsApp,Atención rápida y eficiente,0
301,57,Cuenca,297.79,111,0,59,33.63,1,Enterprise,Call Center,El producto llegó tarde,1
302,18,Guayaquil,306.09,159,0,6,32.86,1,Basic,Web,Excelente experiencia,0
303,28,Guayaquil,226.19,34,2,22,28.49,1,Premium,Store,El producto llegó tarde,1
304,45,Guayaquil,360.06,39,1,20,47.83,0,Basic,Web,El producto llegó tarde,0
305,74,Manta,238.0,136,2,33,18.06,1,Basic,Store,El producto llegó tarde,0
306,42,Quito,260.05,120,3,10,48.56,1,Premium,WhatsApp,Muy satisfecho con el soporte,0
307,67,Quito,236.15,126,2,21,70.42,1,Enterprise,Call Center,Problemas frecuentes con la plataforma,1
308,40,Guayaquil,251.25,55,3,41,2.98,1,Enterprise,Call Center,Servicio lento y mala atención,1
309,48,Quito,162.3,27,3,34,0.98,0,Basic,Store,Problemas frecuentes con la plataforma,1
310,47,Guayaquil,134.8,118,3,51,7.51,0,Basic,WhatsApp,Excelente experiencia,1
311,59,Manta,377.56,53,2,28,53.57,0,Basic,Call Center,Servicio lento y mala atención,0
312,52,Manta,182.24,39,0,41,85.45,0,Basic,WhatsApp,Buen precio y calidad,0
313,24,Cuenca,170.69,65,2,27,0.49,0,Premium,Store,Buen precio y calidad,1
314,33,Manta,77.73,145,2,58,93.67,0,Basic,Store,Buen precio y calidad,1
315,43,Guayaquil,198.88,158,2,17,10.63,1,Basic,Web,Servicio lento y mala atención,1
316,65,Manta,144.15,13,3,13,84.2,1,Enterprise,Call Center,No volvería a comprar,0
317,74,Cuenca,381.36,21,1,17,48.29,1,Enterprise,Call Center,Muy satisfecho con el soporte,0
318,69,Quito,330.79,147,2,27,65.94,1,Enterprise,Web,No volvería a comprar,0
319,66,Guayaquil,194.95,53,0,23,51.07,0,Premium,Store,Problemas frecuentes con la plataforma,0
320,19,Quito,430.19,19,0,7,47.7,1,Premium,Store,Buen precio y calidad,0
321,18,Cuenca,328.54,57,2,41,83.49,0,Enterprise,Store,Muy satisfecho con el soporte,0
322,65,Cuenca,224.01,25,3,53,75.59,1,Enterprise,Store,Servicio lento y mala atención,0
323,29,Cuenca,50.05,31,1,44,48.34,1,Basic,WhatsApp,Buen precio y calidad,0
324,22,Quito,433.28,81,1,52,11.16,1,Basic,Call Center,Servicio lento y mala atención,1
325,54,Quito,138.83,23,4,7,11.54,0,Premium,Call Center,Muy satisfecho con el soporte,1
326,49,Quito,118.37,32,1,3,80.15,1,Premium,Store,Servicio lento y mala atención,0
327,72,Quito,331.81,74,2,26,52.94,0,Basic,Store,Servicio lento y mala atención,0
328,26,Cuenca,445.18,10,0,35,48.16,0,Enterprise,Store,Excelente experiencia,0
329,58,Cuenca,360.74,54,4,4,68.06,1,Basic,Call Center,Problemas frecuentes con la plataforma,0
330,52,Guayaquil,295.11,52,3,32,85.88,0,Premium,Call Center,No volvería a comprar,0
331,36,Guayaquil,297.58,148,2,48,62.89,0,Premium,Store,Atención rápida y eficiente,1
332,65,Quito,318.27,160,2,33,76.28,1,Basic,WhatsApp,No volvería a comprar,1
333,33,Manta,310.71,114,3,29,76.53,1,Basic,Web,No volvería a comprar,1
334,20,Manta,272.5,14,3,7,35.63,1,Basic,Web,El producto llegó tarde,0
335,37,Cuenca,258.34,178,1,38,27.41,1,Premium,Web,Excelente experiencia,1
336,41,Cuenca,244.99,156,3,46,80.12,1,Enterprise,Call Center,Atención rápida y eficiente,1
337,71,Cuenca,189.68,110,3,25,37.72,1,Basic,Call Center,Buen precio y calidad,1
338,73,Guayaquil,227.55,53,0,56,90.33,0,Premium,Web,Buen precio y calidad,0
339,50,Guayaquil,114.56,152,4,36,6.97,1,Premium,Web,Buen precio y calidad,1
340,41,Cuenca,242.13,79,4,33,5.82,1,Premium,WhatsApp,No volvería a comprar,1
341,69,Cuenca,170.91,22,2,6,92.7,0,Basic,Call Center,Problemas frecuentes con la plataforma,0
342,28,Cuenca,161.71,30,2,39,64.85,1,Basic,Call Center,No volvería a comprar,0
343,66,Manta,264.39,4,2,27,37.96,0,Enterprise,Web,Atención rápida y eficiente,0
344,25,Guayaquil,361.36,59,0,38,75.51,1,Premium,WhatsApp,Problemas frecuentes con la plataforma,0
345,53,Manta,323.47,8,2,38,67.23,1,Basic,WhatsApp,Excelente experiencia,0
346,55,Manta,124.36,12,2,27,53.12,0,Premium,Web,Problemas frecuentes con la plataforma,0
347,57,Cuenca,170.83,119,3,13,9.89,1,Premium,Web,Atención rápida y eficiente,0
348,37,Cuenca,325.26,159,0,52,81.22,0,Enterprise,Call Center,Servicio lento y mala atención,1
349,52,Quito,171.4,34,1,49,86.6,1,Basic,Web,No volvería a comprar,0
350,65,Quito,232.03,82,3,37,17.22,1,Basic,Store,Buen precio y calidad,1
351,42,Manta,294.0,98,3,3,85.05,0,Premium,WhatsApp,Servicio lento y mala atención,1
352,52,Guayaquil,172.53,127,4,41,87.78,1,Premium,Web,No volvería a comprar,0
353,42,Cuenca,258.43,75,0,17,54.94,1,Enterprise,Store,Muy satisfecho con el soporte,0
354,46,Cuenca,143.28,105,3,43,65.62,0,Enterprise,WhatsApp,El producto llegó tarde,1
355,35,Manta,201.89,49,1,47,38.22,1,Enterprise,Store,No volvería a comprar,0
356,63,Quito,275.58,79,2,24,28.18,0,Enterprise,Store,Muy satisfecho con el soporte,1
357,35,Guayaquil,122.56,93,5,6,72.2,1,Enterprise,Web,Atención rápida y eficiente,1
358,19,Quito,285.24,154,0,37,86.19,0,Enterprise,WhatsApp,Excelente experiencia,1
359,71,Quito,248.43,18,1,27,65.41,1,Premium,Store,Muy satisfecho con el soporte,0
360,52,Quito,294.2,96,3,4,51.16,0,Enterprise,Call Center,Excelente experiencia,0
361,33,Quito,267.91,38,3,2,15.89,0,Premium,WhatsApp,No volvería a comprar,0
362,58,Cuenca,359.13,87,1,43,5.35,1,Premium,Call Center,Excelente experiencia,1
363,53,Cuenca,260.02,88,0,30,44.57,1,Basic,Web,Muy satisfecho con el soporte,0
364,50,Quito,215.65,50,3,46,4.93,0,Premium,Call Center,Problemas frecuentes con la plataforma,1
365,21,Guayaquil,259.78,8,3,41,56.93,1,Premium,WhatsApp,El producto llegó tarde,1
366,50,Manta,293.46,169,0,57,38.27,0,Enterprise,Store,Servicio lento y mala atención,1
367,31,Guayaquil,253.91,134,2,19,75.72,1,Premium,Store,Servicio lento y mala atención,0
368,38,Guayaquil,253.25,69,0,18,30.56,1,Enterprise,WhatsApp,El producto llegó tarde,1
369,65,Guayaquil,193.84,172,4,47,59.3,0,Enterprise,Store,Buen precio y calidad,1
370,37,Quito,196.97,121,0,59,53.77,0,Enterprise,Call Center,Servicio lento y mala atención,1
371,73,Cuenca,137.79,64,2,10,0.47,1,Basic,Store,Atención rápida y eficiente,0
372,25,Guayaquil,389.97,157,1,39,7.24,1,Enterprise,Store,No volvería a comprar,1
373,24,Quito,150.49,156,0,2,29.04,1,Premium,Call Center,Buen precio y calidad,1
374,20,Guayaquil,194.57,139,1,22,88.22,1,Enterprise,Call Center,No volvería a comprar,1
375,34,Guayaquil,192.53,121,2,6,14.7,1,Enterprise,Call Center,Muy satisfecho con el soporte,1
376,50,Quito,321.59,65,5,22,71.09,0,Enterprise,Web,Atención rápida y eficiente,1
377,65,Cuenca,226.4,107,1,6,97.34,1,Basic,Call Center,Muy satisfecho con el soporte,0
378,29,Cuenca,349.82,147,3,45,79.06,1,Premium,Call Center,Buen precio y calidad,1
379,68,Manta,196.12,137,1,33,24.29,0,Basic,Web,Buen precio y calidad,1
380,39,Quito,272.32,155,5,41,90.84,0,Premium,Store,Atención rápida y eficiente,1
381,72,Manta,183.17,162,2,18,9.31,0,Basic,Call Center,Atención rápida y eficiente,1
382,39,Manta,421.61,172,0,57,46.81,1,Premium,WhatsApp,Buen precio y calidad,1
383,63,Manta,154.99,100,1,8,88.75,0,Basic,Call Center,Buen precio y calidad,0
384,47,Cuenca,274.79,82,2,47,64.13,0,Enterprise,Call Center,Excelente experiencia,0
385,55,Quito,300.7,143,0,50,41.36,0,Basic,Web,Problemas frecuentes con la plataforma,1
386,55,Manta,283.1,51,1,17,29.28,0,Basic,WhatsApp,Buen precio y calidad,0
387,62,Quito,235.18,141,3,40,37.51,1,Enterprise,Store,Atención rápida y eficiente,1
388,68,Quito,239.61,83,0,47,50.89,1,Enterprise,Store,Problemas frecuentes con la plataforma,0
389,71,Cuenca,253.5,177,0,44,31.9,1,Premium,WhatsApp,Buen precio y calidad,1
390,25,Manta,238.24,112,2,41,96.9,0,Premium,Call Center,Muy satisfecho con el soporte,0
391,44,Manta,327.11,56,2,24,93.31,0,Premium,Web,No volvería a comprar,1
392,44,Quito,426.84,179,2,51,87.07,0,Basic,WhatsApp,Problemas frecuentes con la plataforma,1
393,51,Guayaquil,205.4,165,4,13,42.18,0,Premium,WhatsApp,Muy satisfecho con el soporte,1
394,38,Cuenca,140.42,145,3,43,69.13,0,Basic,Store,Servicio lento y mala atención,1
395,47,Cuenca,242.94,157,1,24,90.28,0,Basic,Web,Atención rápida y eficiente,1
396,50,Cuenca,456.38,161,3,18,85.04,1,Premium,WhatsApp,Excelente experiencia,0
397,45,Cuenca,185.71,60,1,38,41.43,1,Premium,Web,Excelente experiencia,0
398,64,Manta,381.13,120,3,54,11.24,0,Basic,Call Center,No volvería a comprar,1
399,50,Manta,384.22,138,3,14,7.56,1,Enterprise,Store,Buen precio y calidad,1
400,22,Guayaquil,205.71,175,2,15,57.71,0,Enterprise,Call Center,Muy satisfecho con el soporte,0
401,65,Cuenca,295.52,23,3,26,64.26,0,Basic,Web,Servicio lento y mala atención,0
402,36,Cuenca,380.27,149,2,39,84.98,1,Premium,Call Center,Muy satisfecho con el soporte,1
403,21,Quito,219.67,13,3,9,29.25,0,Basic,Store,Atención rápida y eficiente,0
404,52,Manta,233.71,101,1,3,16.75,1,Basic,Web,Atención rápida y eficiente,1
405,66,Cuenca,203.47,161,3,50,37.9,0,Premium,WhatsApp,Buen precio y calidad,0
406,34,Guayaquil,168.82,24,2,18,35.36,0,Enterprise,Call Center,Buen precio y calidad,0
407,61,Guayaquil,198.06,108,4,27,13.25,1,Basic,Store,Atención rápida y eficiente,1
408,45,Manta,152.08,11,3,20,67.23,0,Enterprise,WhatsApp,El producto llegó tarde,0
409,47,Guayaquil,252.73,17,1,58,50.87,0,Enterprise,Store,Atención rápida y eficiente,0
410,46,Guayaquil,188.4,175,1,46,72.11,0,Premium,Web,Muy satisfecho con el soporte,1
411,63,Manta,268.7,25,2,13,35.27,1,Basic,Web,No volvería a comprar,0
412,70,Cuenca,125.53,94,4,32,32.57,0,Basic,Call Center,Muy satisfecho con el soporte,1
413,23,Cuenca,276.47,21,2,47,47.26,0,Enterprise,Store,Excelente experiencia,0
414,52,Guayaquil,316.68,84,3,9,87.74,0,Enterprise,Store,Servicio lento y mala atención,0
415,58,Guayaquil,90.5,140,1,18,4.03,1,Premium,Store,Problemas frecuentes con la plataforma,1
416,54,Cuenca,279.92,37,2,29,80.48,1,Enterprise,Web,No volvería a comprar,0
417,41,Manta,348.21,42,4,21,36.9,1,Premium,Call Center,El producto llegó tarde,1
418,46,Guayaquil,153.23,145,4,2,85.46,1,Basic,Store,Servicio lento y mala atención,1
419,66,Quito,383.81,101,1,36,80.22,1,Premium,Store,Servicio lento y mala atención,1
420,63,Manta,283.52,48,3,40,34.88,0,Enterprise,WhatsApp,Problemas frecuentes con la plataforma,0
421,70,Guayaquil,193.6,103,0,17,69.39,1,Basic,Store,Excelente experiencia,0
422,48,Guayaquil,245.54,28,2,10,15.96,1,Premium,Call Center,Excelente experiencia,0
423,52,Quito,294.67,41,5,47,89.63,0,Basic,WhatsApp,Excelente experiencia,1
424,50,Quito,256.08,99,1,1,40.45,1,Premium,WhatsApp,No volvería a comprar,0
425,69,Cuenca,293.1,47,2,11,45.56,0,Enterprise,WhatsApp,Muy satisfecho con el soporte,0
426,38,Manta,176.35,146,2,53,70.58,1,Enterprise,Web,Servicio lento y mala atención,1
427,49,Manta,263.55,105,0,5,82.08,0,Basic,WhatsApp,Muy satisfecho con el soporte,0
428,40,Cuenca,136.9,124,3,42,23.63,0,Basic,Store,Muy satisfecho con el soporte,1
429,50,Manta,241.1,13,1,58,66.14,1,Basic,Web,Excelente experiencia,0
430,20,Manta,177.69,141,4,39,39.2,1,Premium,Web,Muy satisfecho con el soporte,1
431,35,Manta,191.16,100,5,43,36.87,0,Enterprise,Web,Servicio lento y mala atención,1
432,42,Manta,348.89,31,3,28,69.0,0,Basic,Web,Servicio lento y mala atención,1
433,59,Manta,337.3,130,2,58,38.72,0,Basic,Web,Buen precio y calidad,1
434,48,Quito,298.73,16,0,29,34.61,0,Basic,Web,El producto llegó tarde,0
435,71,Manta,162.61,137,3,1,83.59,0,Premium,Web,No volvería a comprar,0
436,20,Quito,224.69,73,1,8,10.13,0,Basic,WhatsApp,Muy satisfecho con el soporte,0
437,57,Manta,347.05,166,1,46,67.59,0,Basic,Call Center,No volvería a comprar,0
438,63,Cuenca,261.34,54,1,1,24.87,1,Premium,Store,No volvería a comprar,0
439,41,Guayaquil,435.55,100,1,28,1.55,0,Premium,Store,No volvería a comprar,1
440,67,Quito,281.47,109,2,32,16.68,1,Basic,WhatsApp,Problemas frecuentes con la plataforma,1
441,49,Manta,265.36,87,2,9,60.67,1,Basic,WhatsApp,Atención rápida y eficiente,0
442,64,Cuenca,225.27,173,1,33,70.91,0,Premium,Web,Buen precio y calidad,1
443,39,Guayaquil,260.68,162,0,43,2.11,0,Enterprise,Call Center,No volvería a comprar,1
444,40,Quito,237.8,137,5,54,3.64,1,Premium,Web,Atención rápida y eficiente,1
445,19,Guayaquil,306.65,8,0,7,90.25,0,Enterprise,WhatsApp,Atención rápida y eficiente,0
446,44,Cuenca,326.54,7,0,36,7.33,0,Basic,Web,Buen precio y calidad,1
447,59,Quito,187.12,36,1,53,89.42,1,Basic,Store,Servicio lento y mala atención,0
448,19,Guayaquil,143.5,18,1,59,22.82,1,Enterprise,Store,Problemas frecuentes con la plataforma,1
449,43,Manta,103.1,3,3,32,74.0,1,Premium,Web,Muy satisfecho con el soporte,0
450,34,Quito,290.64,28,1,46,30.97,0,Basic,Call Center,Buen precio y calidad,1
451,57,Guayaquil,161.73,70,0,5,85.88,0,Enterprise,Web,El producto llegó tarde,0
452,50,Cuenca,77.77,172,1,43,70.05,1,Premium,Web,Atención rápida y eficiente,1
453,26,Cuenca,281.09,149,4,39,40.18,0,Enterprise,Call Center,No volvería a comprar,1
454,60,Quito,449.44,28,2,44,7.63,1,Premium,Call Center,Atención rápida y eficiente,1
455,71,Guayaquil,249.51,54,0,18,73.27,0,Premium,Call Center,Problemas frecuentes con la plataforma,0
456,65,Quito,317.08,65,3,31,61.69,1,Premium,Store,El producto llegó tarde,0
457,56,Quito,256.55,100,1,26,0.29,0,Premium,Web,Servicio lento y mala atención,1
458,46,Guayaquil,242.09,21,1,0,0.94,1,Enterprise,WhatsApp,Servicio lento y mala atención,0
459,59,Guayaquil,323.53,13,0,42,80.88,0,Enterprise,Call Center,Excelente experiencia,0
460,72,Manta,226.78,57,3,51,25.94,0,Enterprise,Call Center,No volvería a comprar,1
461,43,Guayaquil,271.39,49,1,32,63.61,1,Enterprise,Web,Excelente experiencia,0
462,52,Cuenca,275.74,118,0,39,45.42,0,Enterprise,WhatsApp,Problemas frecuentes con la plataforma,1
463,67,Quito,196.55,54,2,31,86.34,0,Premium,Web,El producto llegó tarde,0
464,42,Quito,329.36,138,3,4,91.7,1,Basic,Web,Atención rápida y eficiente,0
465,41,Cuenca,236.0,53,1,16,99.68,0,Basic,Call Center,Muy satisfecho con el soporte,0
466,30,Guayaquil,189.54,44,5,7,15.37,0,Enterprise,Call Center,Excelente experiencia,1
467,24,Cuenca,292.92,47,3,56,86.3,0,Enterprise,Store,Servicio lento y mala atención,0
468,74,Cuenca,178.12,53,3,41,26.6,1,Basic,WhatsApp,No volvería a comprar,1
469,53,Manta,252.25,74,4,33,59.08,1,Premium,WhatsApp,Atención rápida y eficiente,1
470,62,Cuenca,249.27,46,1,8,50.58,1,Enterprise,Call Center,El producto llegó tarde,0
471,37,Quito,336.87,13,2,55,1.8,1,Premium,Call Center,Buen precio y calidad,1
472,18,Cuenca,287.98,165,2,22,93.28,1,Basic,Call Center,Problemas frecuentes con la plataforma,0
473,25,Quito,248.0,102,2,34,7.83,0,Basic,WhatsApp,Problemas frecuentes con la plataforma,1
474,63,Quito,315.42,24,2,49,68.82,0,Enterprise,Store,Servicio lento y mala atención,0
475,33,Quito,361.22,2,3,6,78.5,1,Premium,WhatsApp,Buen precio y calidad,0
476,31,Guayaquil,294.62,81,3,14,79.53,0,Enterprise,Call Center,Problemas frecuentes con la plataforma,0
477,29,Manta,250.83,100,2,52,13.55,0,Basic,Call Center,Muy satisfecho con el soporte,1
478,68,Quito,145.05,142,3,53,44.76,0,Premium,Store,Atención rápida y eficiente,1
479,40,Quito,164.79,138,1,19,82.94,0,Enterprise,Web,No volvería a comprar,0
480,32,Guayaquil,225.58,163,3,49,30.27,1,Enterprise,Web,Atención rápida y eficiente,1
481,45,Quito,201.24,153,5,24,46.77,1,Enterprise,WhatsApp,Muy satisfecho con el soporte,1
482,51,Cuenca,235.04,131,0,2,27.28,0,Basic,Web,Problemas frecuentes con la plataforma,1
483,19,Cuenca,254.53,111,1,59,46.36,0,Enterprise,Web,Muy satisfecho con el soporte,1
484,49,Manta,292.38,102,2,54,88.78,1,Premium,WhatsApp,Atención rápida y eficiente,1
485,40,Quito,244.36,17,0,45,45.51,0,Enterprise,Call Center,Problemas frecuentes con la plataforma,0
486,39,Guayaquil,288.92,12,2,23,55.59,0,Basic,Web,No volvería a comprar,0
487,68,Cuenca,255.16,116,0,33,40.4,0,Enterprise,Call Center,No volvería a comprar,1
488,42,Guayaquil,91.96,24,2,45,46.01,1,Basic,WhatsApp,Buen precio y calidad,0
489,39,Guayaquil,174.85,29,1,21,1.52,1,Basic,Call Center,Muy satisfecho con el soporte,1
490,39,Cuenca,238.47,171,3,10,28.37,0,Premium,Call Center,El producto llegó tarde,0
491,66,Guayaquil,153.22,153,2,47,43.66,0,Premium,WhatsApp,Buen precio y calidad,0
492,69,Cuenca,297.99,122,5,7,63.38,0,Enterprise,Call Center,No volvería a comprar,1
493,59,Guayaquil,372.46,90,3,38,45.01,0,Basic,Web,Servicio lento y mala atención,0
494,23,Cuenca,347.5,65,1,42,33.78,0,Basic,Web,Problemas frecuentes con la plataforma,0
495,32,Quito,232.92,84,1,34,38.81,0,Premium,Web,Buen precio y calidad,0
496,71,Manta,369.26,119,3,48,24.23,1,Premium,Web,Excelente experiencia,0
497,60,Cuenca,261.89,156,0,45,92.45,1,Enterprise,Call Center,El producto llegó tarde,1
498,54,Cuenca,223.03,16,0,37,52.17,0,Basic,Web,Problemas frecuentes con la plataforma,0
499,50,Manta,200.93,175,1,7,1.34,1,Premium,Call Center,Buen precio y calidad,1
500,25,Cuenca,225.8,104,1,53,1.94,0,Enterprise,Store,No volvería a comprar,1
501,70,Cuenca,218.95,92,2,36,97.3,0,Basic,Call Center,Atención rápida y eficiente,1
502,61,Guayaquil,263.63,27,4,26,22.15,1,Basic,Web,No volvería a comprar,1
503,61,Manta,262.85,170,2,27,80.56,1,Premium,Store,El producto llegó tarde,1
504,22,Quito,250.24,175,6,39,5.83,0,Enterprise,WhatsApp,Excelente experiencia,1
505,56,Cuenca,284.96,162,1,33,92.12,0,Premium,Call Center,Buen precio y calidad,1
506,21,Manta,345.25,165,2,31,87.44,1,Enterprise,Web,Atención rápida y eficiente,1
507,23,Guayaquil,325.96,134,1,14,57.11,1,Basic,Web,Buen precio y calidad,0
508,62,Quito,131.21,135,3,43,0.9,0,Enterprise,Web,Muy satisfecho con el soporte,1
509,49,Manta,45.69,153,3,16,25.78,0,Enterprise,WhatsApp,Servicio lento y mala atención,1
510,69,Quito,324.75,33,2,32,40.68,0,Enterprise,Store,No volvería a comprar,0
511,47,Quito,140.65,55,4,46,46.01,1,Enterprise,Store,Buen precio y calidad,1
512,64,Quito,232.02,7,2,45,29.77,0,Enterprise,Web,Buen precio y calidad,1
513,52,Cuenca,156.39,57,3,51,3.29,1,Premium,Call Center,Problemas frecuentes con la plataforma,1
514,72,Cuenca,105.84,126,2,53,59.01,0,Enterprise,Web,Problemas frecuentes con la plataforma,0
515,57,Guayaquil,293.32,12,2,15,52.42,1,Enterprise,Web,Buen precio y calidad,0
516,69,Guayaquil,310.73,16,1,28,28.3,1,Basic,Call Center,Excelente experiencia,0
517,33,Manta,203.88,43,3,8,3.8,1,Enterprise,Web,Servicio lento y mala atención,0
518,30,Guayaquil,42.72,117,3,32,99.46,1,Basic,WhatsApp,Buen precio y calidad,1
519,67,Quito,206.3,135,2,59,48.2,0,Premium,Web,El producto llegó tarde,1
520,59,Quito,281.34,111,0,48,75.6,1,Premium,WhatsApp,No volvería a comprar,1
521,47,Cuenca,131.69,51,1,28,45.23,1,Enterprise,Web,Muy satisfecho con el soporte,0
522,36,Quito,264.67,160,1,12,4.32,1,Premium,Store,Problemas frecuentes con la plataforma,0
523,34,Manta,248.78,75,5,20,30.96,0,Enterprise,Call Center,El producto llegó tarde,0
524,73,Quito,296.34,8,1,57,32.01,0,Premium,Store,No volvería a comprar,0
525,36,Quito,259.57,45,3,20,83.84,0,Enterprise,Web,Atención rápida y eficiente,0
526,45,Manta,172.15,59,2,4,65.42,0,Enterprise,Web,Problemas frecuentes con la plataforma,0
527,72,Guayaquil,345.73,132,3,9,27.54,0,Basic,WhatsApp,Excelente experiencia,1
528,43,Guayaquil,237.32,104,4,5,96.77,0,Basic,Web,Problemas frecuentes con la plataforma,1
529,54,Manta,247.82,157,3,55,32.15,1,Basic,Web,Servicio lento y mala atención,1
530,43,Cuenca,175.34,157,3,50,99.82,1,Basic,Web,Servicio lento y mala atención,1
531,70,Quito,214.54,98,2,56,99.62,1,Enterprise,Store,No volvería a comprar,1
532,40,Manta,179.22,156,3,12,19.12,0,Premium,WhatsApp,El producto llegó tarde,1
533,26,Quito,236.16,79,2,0,31.27,1,Enterprise,Store,Muy satisfecho con el soporte,0
534,29,Cuenca,386.94,124,2,19,48.6,1,Basic,WhatsApp,Excelente experiencia,0
535,70,Quito,140.25,172,5,56,66.41,0,Basic,Store,No volvería a comprar,0
536,18,Manta,120.92,4,4,46,52.8,1,Premium,Web,Atención rápida y eficiente,1
537,18,Quito,367.69,90,1,45,96.94,0,Basic,Store,Excelente experiencia,0
538,64,Guayaquil,233.25,104,2,7,72.4,1,Enterprise,Store,Servicio lento y mala atención,0
539,51,Cuenca,196.47,137,3,9,21.2,0,Enterprise,WhatsApp,Buen precio y calidad,1
540,49,Cuenca,333.19,119,2,8,10.51,0,Enterprise,WhatsApp,Buen precio y calidad,1
541,71,Cuenca,201.55,133,2,48,68.84,0,Enterprise,Store,Muy satisfecho con el soporte,1
542,65,Manta,396.08,56,0,40,15.85,1,Enterprise,WhatsApp,Excelente experiencia,1
543,42,Cuenca,304.23,96,3,2,78.77,1,Premium,WhatsApp,No volvería a comprar,0
544,57,Guayaquil,210.97,178,2,10,31.1,0,Enterprise,WhatsApp,Muy satisfecho con el soporte,0
545,62,Manta,422.58,75,3,11,32.69,0,Basic,Call Center,Problemas frecuentes con la plataforma,0
546,70,Guayaquil,201.54,143,2,9,1.08,1,Basic,WhatsApp,Problemas frecuentes con la plataforma,1
547,18,Quito,309.37,32,3,24,70.1,1,Basic,Call Center,Atención rápida y eficiente,1
548,33,Quito,273.94,28,2,48,11.33,0,Basic,Call Center,El producto llegó tarde,1
549,56,Quito,354.14,22,2,48,77.29,1,Premium,WhatsApp,Buen precio y calidad,0
550,22,Quito,374.92,17,2,24,49.19,1,Basic,Store,No volvería a comprar,0
551,39,Guayaquil,252.56,59,3,10,78.43,1,Premium,WhatsApp,Excelente experiencia,0
552,46,Manta,189.73,90,2,53,58.39,0,Basic,Web,Muy satisfecho con el soporte,0
553,72,Manta,286.8,106,1,35,8.24,0,Premium,Store,No volvería a comprar,1
554,20,Cuenca,195.78,26,1,38,76.57,1,Premium,Call Center,Muy satisfecho con el soporte,0
555,29,Guayaquil,411.07,25,3,52,6.98,0,Premium,Call Center,Muy satisfecho con el soporte,1
556,43,Quito,260.92,138,0,25,47.87,1,Basic,Store,Muy satisfecho con el soporte,1
557,33,Guayaquil,220.77,45,0,13,17.23,1,Premium,Store,Excelente experiencia,0
558,68,Cuenca,264.77,83,3,38,75.23,0,Enterprise,WhatsApp,No volvería a comprar,0
559,54,Cuenca,142.23,11,2,55,91.16,0,Enterprise,Call Center,Servicio lento y mala atención,0
560,39,Guayaquil,172.27,104,2,39,55.41,0,Basic,Web,Servicio lento y mala atención,1
561,74,Guayaquil,346.03,68,0,0,52.71,1,Enterprise,WhatsApp,Excelente experiencia,0
562,46,Guayaquil,197.45,95,2,55,76.4,1,Enterprise,Store,Problemas frecuentes con la plataforma,1
563,31,Manta,166.25,156,1,53,0.51,0,Enterprise,Call Center,Excelente experiencia,1
564,45,Quito,292.93,65,2,3,91.78,0,Basic,Store,Buen precio y calidad,0
565,22,Guayaquil,344.86,49,3,29,19.74,0,Basic,Store,Muy satisfecho con el soporte,1
566,64,Guayaquil,307.52,175,1,11,98.41,1,Enterprise,Store,No volvería a comprar,0
567,66,Guayaquil,329.68,52,5,55,73.63,1,Basic,WhatsApp,No volvería a comprar,1
568,47,Cuenca,189.46,102,1,34,77.43,1,Premium,Web,El producto llegó tarde,1
569,63,Cuenca,136.26,57,2,12,65.62,0,Enterprise,Web,El producto llegó tarde,0
570,69,Manta,370.11,47,2,51,47.17,0,Basic,Call Center,Atención rápida y eficiente,1
571,22,Quito,224.19,159,1,30,57.16,1,Basic,Store,Servicio lento y mala atención,0
572,29,Manta,229.93,174,3,37,4.64,0,Enterprise,Web,El producto llegó tarde,1
573,33,Quito,356.26,26,1,42,62.4,0,Basic,Store,El producto llegó tarde,0
574,43,Cuenca,294.5,114,1,22,62.61,0,Enterprise,Call Center,Servicio lento y mala atención,1
575,43,Cuenca,286.47,5,1,3,89.12,0,Basic,Store,Buen precio y calidad,0
576,65,Cuenca,423.2,84,1,51,50.57,1,Premium,Web,Problemas frecuentes con la plataforma,0
577,38,Manta,198.52,52,4,15,7.71,0,Enterprise,Store,Servicio lento y mala atención,1
578,56,Guayaquil,324.23,105,0,6,30.62,1,Premium,Web,Problemas frecuentes con la plataforma,0
